value	description	codesystem	code	iri
jugal point	jugal point	UBERON	0013423	http://purl.obolibrary.org/obo/UBERON_0013423
anatomical point connecting sagittal and lambdoidal sutures	anatomical point connecting sagittal and lambdoidal sutures	UBERON	0013424	http://purl.obolibrary.org/obo/UBERON_0013424
obelion	obelion	UBERON	0013426	http://purl.obolibrary.org/obo/UBERON_0013426
occipital bun	occipital bun	UBERON	0013427	http://purl.obolibrary.org/obo/UBERON_0013427
ophryon	ophryon	UBERON	0013428	http://purl.obolibrary.org/obo/UBERON_0013428
porion	porion	UBERON	0013436	http://purl.obolibrary.org/obo/UBERON_0013436
postorbital process	postorbital process	UBERON	0013442	http://purl.obolibrary.org/obo/UBERON_0013442
pterygomaxillary fissure	pterygomaxillary fissure	UBERON	0013445	http://purl.obolibrary.org/obo/UBERON_0013445
sagittal crest	sagittal crest	UBERON	0013447	http://purl.obolibrary.org/obo/UBERON_0013447
sagittal keel	sagittal keel	UBERON	0013448	http://purl.obolibrary.org/obo/UBERON_0013448
simian shelf	simian shelf	UBERON	0013450	http://purl.obolibrary.org/obo/UBERON_0013450
spheno-maxillary fossa	spheno-maxillary fossa	UBERON	0013454	http://purl.obolibrary.org/obo/UBERON_0013454
spheno-petrosal fissure	spheno-petrosal fissure	UBERON	0013455	http://purl.obolibrary.org/obo/UBERON_0013455
stephanion	stephanion	UBERON	0013459	http://purl.obolibrary.org/obo/UBERON_0013459
suprainiac fossa	suprainiac fossa	UBERON	0013460	http://purl.obolibrary.org/obo/UBERON_0013460
sylvian point	sylvian point	UBERON	0013462	http://purl.obolibrary.org/obo/UBERON_0013462
temporal fossa	temporal fossa	UBERON	0013463	http://purl.obolibrary.org/obo/UBERON_0013463
zygomatic fossa	zygomatic fossa	UBERON	0013468	http://purl.obolibrary.org/obo/UBERON_0013468
external occipital protuberance	external occipital protuberance	UBERON	0013469	http://purl.obolibrary.org/obo/UBERON_0013469
retromolar space	retromolar space	UBERON	0013471	http://purl.obolibrary.org/obo/UBERON_0013471
upper esophagus	upper esophagus	UBERON	0013472	http://purl.obolibrary.org/obo/UBERON_0013472
lower esophagus	lower esophagus	UBERON	0013473	http://purl.obolibrary.org/obo/UBERON_0013473
middle part of esophagus	middle part of esophagus	UBERON	0013474	http://purl.obolibrary.org/obo/UBERON_0013474
gustatory gland	gustatory gland	UBERON	0013475	http://purl.obolibrary.org/obo/UBERON_0013475
dermal layer of tongue	dermal layer of tongue	UBERON	0013476	http://purl.obolibrary.org/obo/UBERON_0013476
blowhole	blowhole	UBERON	0013477	http://purl.obolibrary.org/obo/UBERON_0013477
cecal tonsil	cecal tonsil	UBERON	0013478	http://purl.obolibrary.org/obo/UBERON_0013478
lung endothelium	lung endothelium	UBERON	0013479	http://purl.obolibrary.org/obo/UBERON_0013479
crypt of Lieberkuhn of ileum	crypt of Lieberkuhn of ileum	UBERON	0013481	http://purl.obolibrary.org/obo/UBERON_0013481
crypt of Lieberkuhn of duodenum	crypt of Lieberkuhn of duodenum	UBERON	0013482	http://purl.obolibrary.org/obo/UBERON_0013482
crypt of Lieberkuhn of jejunum	crypt of Lieberkuhn of jejunum	UBERON	0013483	http://purl.obolibrary.org/obo/UBERON_0013483
crypt of Lieberkuhn of colon	crypt of Lieberkuhn of colon	UBERON	0013485	http://purl.obolibrary.org/obo/UBERON_0013485
crypt of Lieberkuhn of appendix	crypt of Lieberkuhn of appendix	UBERON	0013486	http://purl.obolibrary.org/obo/UBERON_0013486
epidermal ridge of digit	epidermal ridge of digit	UBERON	0013487	http://purl.obolibrary.org/obo/UBERON_0013487
panniculus adiposus	panniculus adiposus	UBERON	0013488	http://purl.obolibrary.org/obo/UBERON_0013488
superficial cervical fascia	superficial cervical fascia	UBERON	0013489	http://purl.obolibrary.org/obo/UBERON_0013489
deep cervical fascia	deep cervical fascia	UBERON	0013490	http://purl.obolibrary.org/obo/UBERON_0013490
cervical fascia	cervical fascia	UBERON	0013491	http://purl.obolibrary.org/obo/UBERON_0013491
prevertebral cervical fascia	prevertebral cervical fascia	UBERON	0013492	http://purl.obolibrary.org/obo/UBERON_0013492
abdominal fascia	abdominal fascia	UBERON	0013493	http://purl.obolibrary.org/obo/UBERON_0013493
keratin-coated spine	keratin-coated spine	UBERON	0013494	http://purl.obolibrary.org/obo/UBERON_0013494
barbed keratin-coated spine	barbed keratin-coated spine	UBERON	0013495	http://purl.obolibrary.org/obo/UBERON_0013495
unbarbed keratin-coated spine	unbarbed keratin-coated spine	UBERON	0013496	http://purl.obolibrary.org/obo/UBERON_0013496
muscularis orbicularis	muscularis orbicularis	UBERON	0013497	http://purl.obolibrary.org/obo/UBERON_0013497
vestibulo-cochlear VIII ganglion complex	vestibulo-cochlear VIII ganglion complex	UBERON	0013498	http://purl.obolibrary.org/obo/UBERON_0013498
glossopharyngeal-vagus IX-X preganglion complex	glossopharyngeal-vagus IX-X preganglion complex	UBERON	0013499	http://purl.obolibrary.org/obo/UBERON_0013499
glossopharyngeal-vagus IX-X ganglion complex	glossopharyngeal-vagus IX-X ganglion complex	UBERON	0013500	http://purl.obolibrary.org/obo/UBERON_0013500
cloacal sphincter	cloacal sphincter	UBERON	0013501	http://purl.obolibrary.org/obo/UBERON_0013501
5th arch mesenchyme	5th arch mesenchyme	UBERON	0013502	http://purl.obolibrary.org/obo/UBERON_0013502
caudal vertebra cartilage element	caudal vertebra cartilage element	UBERON	0013503	http://purl.obolibrary.org/obo/UBERON_0013503
caudal vertebra pre-cartilage condensation	caudal vertebra pre-cartilage condensation	UBERON	0013504	http://purl.obolibrary.org/obo/UBERON_0013504
cervical vertebra cartilage element	cervical vertebra cartilage element	UBERON	0013505	http://purl.obolibrary.org/obo/UBERON_0013505
cervical vertebra pre-cartilage condensation	cervical vertebra pre-cartilage condensation	UBERON	0013506	http://purl.obolibrary.org/obo/UBERON_0013506
thoracic vertebra cartilage element	thoracic vertebra cartilage element	UBERON	0013507	http://purl.obolibrary.org/obo/UBERON_0013507
thoracic vertebra pre-cartilage condensation	thoracic vertebra pre-cartilage condensation	UBERON	0013508	http://purl.obolibrary.org/obo/UBERON_0013508
lumbar vertebra cartilage element	lumbar vertebra cartilage element	UBERON	0013509	http://purl.obolibrary.org/obo/UBERON_0013509
lumbar vertebra pre-cartilage condensation	lumbar vertebra pre-cartilage condensation	UBERON	0013510	http://purl.obolibrary.org/obo/UBERON_0013510
ambiens muscle	ambiens muscle	UBERON	0013511	http://purl.obolibrary.org/obo/UBERON_0013511
row of feathers	row of feathers	UBERON	0013512	http://purl.obolibrary.org/obo/UBERON_0013512
anal pterya	anal pterya	UBERON	0013513	http://purl.obolibrary.org/obo/UBERON_0013513
space surrounding organism	space surrounding organism	UBERON	0013514	http://purl.obolibrary.org/obo/UBERON_0013514
subdivision of oviduct	subdivision of oviduct	UBERON	0013515	http://purl.obolibrary.org/obo/UBERON_0013515
uterine tube magnum	uterine tube magnum	UBERON	0013516	http://purl.obolibrary.org/obo/UBERON_0013516
avian uterine tube isthmus	avian uterine tube isthmus	UBERON	0013519	http://purl.obolibrary.org/obo/UBERON_0013519
subdivision of tube	subdivision of tube	UBERON	0013522	http://purl.obolibrary.org/obo/UBERON_0013522
lateral vaginal canal	lateral vaginal canal	UBERON	0013523	http://purl.obolibrary.org/obo/UBERON_0013523
median vaginal canal	median vaginal canal	UBERON	0013524	http://purl.obolibrary.org/obo/UBERON_0013524
stomach lumen	stomach lumen	UBERON	0013525	http://purl.obolibrary.org/obo/UBERON_0013525
otocyst lumen	otocyst lumen	UBERON	0013526	http://purl.obolibrary.org/obo/UBERON_0013526
pectoral flipper tubercle	pectoral flipper tubercle	UBERON	0013527	http://purl.obolibrary.org/obo/UBERON_0013527
Brodmann (1909) area 11	Brodmann (1909) area 11	UBERON	0013528	http://purl.obolibrary.org/obo/UBERON_0013528
Brodmann area	Brodmann area	UBERON	0013529	http://purl.obolibrary.org/obo/UBERON_0013529
retrosplenial region	retrosplenial region	UBERON	0013531	http://purl.obolibrary.org/obo/UBERON_0013531
Brodmann (1909) area 2	Brodmann (1909) area 2	UBERON	0013533	http://purl.obolibrary.org/obo/UBERON_0013533
Brodmann (1909) area 4	Brodmann (1909) area 4	UBERON	0013535	http://purl.obolibrary.org/obo/UBERON_0013535
Brodmann (1909) area 7	Brodmann (1909) area 7	UBERON	0013538	http://purl.obolibrary.org/obo/UBERON_0013538
Brodmann (1909) area 8	Brodmann (1909) area 8	UBERON	0013539	http://purl.obolibrary.org/obo/UBERON_0013539
Brodmann (1909) area 9	Brodmann (1909) area 9	UBERON	0013540	http://purl.obolibrary.org/obo/UBERON_0013540
Brodmann (1909) area 10	Brodmann (1909) area 10	UBERON	0013541	http://purl.obolibrary.org/obo/UBERON_0013541
Brodmann (1909) area 12	Brodmann (1909) area 12	UBERON	0013543	http://purl.obolibrary.org/obo/UBERON_0013543
Brodmann (1909) area 13	Brodmann (1909) area 13	UBERON	0013544	http://purl.obolibrary.org/obo/UBERON_0013544
Brodmann (1909) area 14	Brodmann (1909) area 14	UBERON	0013545	http://purl.obolibrary.org/obo/UBERON_0013545
Brodmann (1909) area 15	Brodmann (1909) area 15	UBERON	0013546	http://purl.obolibrary.org/obo/UBERON_0013546
Brodmann (1909) area 16	Brodmann (1909) area 16	UBERON	0013547	http://purl.obolibrary.org/obo/UBERON_0013547
Brodmann (1909) area 19	Brodmann (1909) area 19	UBERON	0013550	http://purl.obolibrary.org/obo/UBERON_0013550
Brodmann (1909) area 20	Brodmann (1909) area 20	UBERON	0013551	http://purl.obolibrary.org/obo/UBERON_0013551
Brodmann (1909) area 21	Brodmann (1909) area 21	UBERON	0013552	http://purl.obolibrary.org/obo/UBERON_0013552
Brodmann (1909) area 22	Brodmann (1909) area 22	UBERON	0013553	http://purl.obolibrary.org/obo/UBERON_0013553
Brodmann (1909) area 23	Brodmann (1909) area 23	UBERON	0013554	http://purl.obolibrary.org/obo/UBERON_0013554
Brodmann (1909) area 25	Brodmann (1909) area 25	UBERON	0013556	http://purl.obolibrary.org/obo/UBERON_0013556
Brodmann (1909) area 27	Brodmann (1909) area 27	UBERON	0013558	http://purl.obolibrary.org/obo/UBERON_0013558
Brodmann (1909) area 28	Brodmann (1909) area 28	UBERON	0013559	http://purl.obolibrary.org/obo/UBERON_0013559
Brodmann (1909) area 32	Brodmann (1909) area 32	UBERON	0013560	http://purl.obolibrary.org/obo/UBERON_0013560
Brodmann (1909) area 43	Brodmann (1909) area 43	UBERON	0013561	http://purl.obolibrary.org/obo/UBERON_0013561
Brodmann (1909) area 8a	Brodmann (1909) area 8a	UBERON	0013562	http://purl.obolibrary.org/obo/UBERON_0013562
Brodmann (1909) area 40	Brodmann (1909) area 40	UBERON	0013573	http://purl.obolibrary.org/obo/UBERON_0013573
metapodium bone 1	metapodium bone 1	UBERON	0013581	http://purl.obolibrary.org/obo/UBERON_0013581
metapodium bone 2	metapodium bone 2	UBERON	0013582	http://purl.obolibrary.org/obo/UBERON_0013582
metapodium bone 3	metapodium bone 3	UBERON	0013583	http://purl.obolibrary.org/obo/UBERON_0013583
metapodium bone 4	metapodium bone 4	UBERON	0013584	http://purl.obolibrary.org/obo/UBERON_0013584
metapodium bone 5	metapodium bone 5	UBERON	0013585	http://purl.obolibrary.org/obo/UBERON_0013585
fused metapodial bones 3 and 4	fused metapodial bones 3 and 4	UBERON	0013586	http://purl.obolibrary.org/obo/UBERON_0013586
fused metacarpal bones 3 and 4	fused metacarpal bones 3 and 4	UBERON	0013587	http://purl.obolibrary.org/obo/UBERON_0013587
fused metatarsal bones 3 and 4	fused metatarsal bones 3 and 4	UBERON	0013588	http://purl.obolibrary.org/obo/UBERON_0013588
koniocortex	koniocortex	UBERON	0013589	http://purl.obolibrary.org/obo/UBERON_0013589
cruciate sulcus	cruciate sulcus	UBERON	0013590	http://purl.obolibrary.org/obo/UBERON_0013590
postsylvian sulcus	postsylvian sulcus	UBERON	0013591	http://purl.obolibrary.org/obo/UBERON_0013591
presylvian sulcus	presylvian sulcus	UBERON	0013592	http://purl.obolibrary.org/obo/UBERON_0013592
suprasylvian sulcus	suprasylvian sulcus	UBERON	0013593	http://purl.obolibrary.org/obo/UBERON_0013593
ectosylvian sulcus	ectosylvian sulcus	UBERON	0013594	http://purl.obolibrary.org/obo/UBERON_0013594
postlateral sulcus	postlateral sulcus	UBERON	0013595	http://purl.obolibrary.org/obo/UBERON_0013595
brain coronal sulcus	brain coronal sulcus	UBERON	0013596	http://purl.obolibrary.org/obo/UBERON_0013596
accessory nucleus of optic tract	accessory nucleus of optic tract	UBERON	0013598	http://purl.obolibrary.org/obo/UBERON_0013598
dorsal accessory nucleus of optic tract	dorsal accessory nucleus of optic tract	UBERON	0013599	http://purl.obolibrary.org/obo/UBERON_0013599
lateral accessory nucleus of optic tract	lateral accessory nucleus of optic tract	UBERON	0013600	http://purl.obolibrary.org/obo/UBERON_0013600
medial accessory nucleus of optic tract	medial accessory nucleus of optic tract	UBERON	0013601	http://purl.obolibrary.org/obo/UBERON_0013601
layer of lateral geniculate body	layer of lateral geniculate body	UBERON	0013605	http://purl.obolibrary.org/obo/UBERON_0013605
magnocellular layer of dorsal nucleus of lateral geniculate body	magnocellular layer of dorsal nucleus of lateral geniculate body	UBERON	0013606	http://purl.obolibrary.org/obo/UBERON_0013606
parvocellular layer of dorsal nucleus of lateral geniculate body	parvocellular layer of dorsal nucleus of lateral geniculate body	UBERON	0013607	http://purl.obolibrary.org/obo/UBERON_0013607
inferior olive dorsal accessory nucleus	inferior olive dorsal accessory nucleus	UBERON	0013608	http://purl.obolibrary.org/obo/UBERON_0013608
inferior olive medial accessory nucleus	inferior olive medial accessory nucleus	UBERON	0013609	http://purl.obolibrary.org/obo/UBERON_0013609
inferior olive ventral accessory nucleus	inferior olive ventral accessory nucleus	UBERON	0013610	http://purl.obolibrary.org/obo/UBERON_0013610
lower jaw cingulum	lower jaw cingulum	UBERON	0013612	http://purl.obolibrary.org/obo/UBERON_0013612
upper jaw cingulum	upper jaw cingulum	UBERON	0013613	http://purl.obolibrary.org/obo/UBERON_0013613
fasciculus aberans	fasciculus aberans	UBERON	0013614	http://purl.obolibrary.org/obo/UBERON_0013614
koniocellular layer of dorsal nucleus of lateral geniculate body	koniocellular layer of dorsal nucleus of lateral geniculate body	UBERON	0013615	http://purl.obolibrary.org/obo/UBERON_0013615
primary molar tooth	primary molar tooth	UBERON	0013616	http://purl.obolibrary.org/obo/UBERON_0013616
upper primary molar tooth	upper primary molar tooth	UBERON	0013617	http://purl.obolibrary.org/obo/UBERON_0013617
secondary molar tooth	secondary molar tooth	UBERON	0013618	http://purl.obolibrary.org/obo/UBERON_0013618
upper secondary molar tooth	upper secondary molar tooth	UBERON	0013619	http://purl.obolibrary.org/obo/UBERON_0013619
lower primary molar tooth	lower primary molar tooth	UBERON	0013620	http://purl.obolibrary.org/obo/UBERON_0013620
lower secondary molar tooth	lower secondary molar tooth	UBERON	0013621	http://purl.obolibrary.org/obo/UBERON_0013621
manual autopod pad	manual autopod pad	UBERON	0013622	http://purl.obolibrary.org/obo/UBERON_0013622
pedal autopod pad	pedal autopod pad	UBERON	0013623	http://purl.obolibrary.org/obo/UBERON_0013623
medial metatarsal pad	medial metatarsal pad	UBERON	0013626	http://purl.obolibrary.org/obo/UBERON_0013626
lateral metatarsal pad	lateral metatarsal pad	UBERON	0013627	http://purl.obolibrary.org/obo/UBERON_0013627
pollical pad	pollical pad	UBERON	0013628	http://purl.obolibrary.org/obo/UBERON_0013628
hallical pad	hallical pad	UBERON	0013629	http://purl.obolibrary.org/obo/UBERON_0013629
short bone	short bone	UBERON	0013630	http://purl.obolibrary.org/obo/UBERON_0013630
sesamoid element	sesamoid element	UBERON	0013631	http://purl.obolibrary.org/obo/UBERON_0013631
sesamoid cartilage	sesamoid cartilage	UBERON	0013632	http://purl.obolibrary.org/obo/UBERON_0013632
intertrochanteric crest	intertrochanteric crest	UBERON	0013633	http://purl.obolibrary.org/obo/UBERON_0013633
intertrochanteric line	intertrochanteric line	UBERON	0013634	http://purl.obolibrary.org/obo/UBERON_0013634
sphincter colli muscle	sphincter colli muscle	UBERON	0013635	http://purl.obolibrary.org/obo/UBERON_0013635
epithelium of intestinal villus	epithelium of intestinal villus	UBERON	0013636	http://purl.obolibrary.org/obo/UBERON_0013636
prostate gland lateral lobe	prostate gland lateral lobe	UBERON	0013637	http://purl.obolibrary.org/obo/UBERON_0013637
horny papilla of tongue	horny papilla of tongue	UBERON	0013638	http://purl.obolibrary.org/obo/UBERON_0013638
mechanical papilla of tongue	mechanical papilla of tongue	UBERON	0013639	http://purl.obolibrary.org/obo/UBERON_0013639
internal cheek pouch	internal cheek pouch	UBERON	0013640	http://purl.obolibrary.org/obo/UBERON_0013640
external cheek pouch	external cheek pouch	UBERON	0013641	http://purl.obolibrary.org/obo/UBERON_0013641
ring of oral cilia	ring of oral cilia	UBERON	0013642	http://purl.obolibrary.org/obo/UBERON_0013642
lophophore	lophophore	UBERON	0013643	http://purl.obolibrary.org/obo/UBERON_0013643
duodenal ampulla	duodenal ampulla	UBERON	0013644	http://purl.obolibrary.org/obo/UBERON_0013644
gular gland	gular gland	UBERON	0013645	http://purl.obolibrary.org/obo/UBERON_0013645
buccal nerve	buccal nerve	UBERON	0013646	http://purl.obolibrary.org/obo/UBERON_0013646
lateral pterygoid nerve	lateral pterygoid nerve	UBERON	0013647	http://purl.obolibrary.org/obo/UBERON_0013647
masseteric artery	masseteric artery	UBERON	0013648	http://purl.obolibrary.org/obo/UBERON_0013648
fused tarsal bones 1 and 2	fused tarsal bones 1 and 2	UBERON	0013649	http://purl.obolibrary.org/obo/UBERON_0013649
velar skeleton	velar skeleton	UBERON	0013653	http://purl.obolibrary.org/obo/UBERON_0013653
elastica externa of notochord	elastica externa of notochord	UBERON	0013655	http://purl.obolibrary.org/obo/UBERON_0013655
dulla	dulla	UBERON	0013656	http://purl.obolibrary.org/obo/UBERON_0013656
