value_en	description_en	codesystem	code	description_code	iri
cranial cartilage	cranial cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003933
strand of vibrissa hair	strand of vibrissa hair	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006378
commissure of the secondary gustatory nuclei	commissure of the secondary gustatory nuclei	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000639
secondary palate	secondary palate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001716
laterodorsal tegmental nucleus	laterodorsal tegmental nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002267
cerebellum hemispheric lobule III	cerebellum hemispheric lobule III	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0023999
reproductive system	reproductive system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000990
right lymph heart	right lymph heart	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034959
lesser sac cavity	lesser sac cavity	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005252
eyelid subcutaneous connective tissue	eyelid subcutaneous connective tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009648
